ئافرىقا	Afrika
ئەردەبىل ۋىلايىتى	Ardabil (provins)
سىنوپ ۋىلايىتى	Sinop (provins)
Ajax	Ajax (programmering)
ئاتىلار بايرىمى	Farsdag
شۆلگەي بېزى	Spyttkjertel
سېرىق قاشتېشى	Topas
بىھارى تىلى	Bihari
Teynen shehiri	Tainan
ۋىتامىنE	Vitamin E
سۇلتان توغرۇلبەگ	Toghrül
Xéngyang shehiri	Hengyang
مالاي ئېيىقى	Malayabjørn
زامان گېزىتى	Zaman (avis)
مانجۇ مىللىتى	Mandsjuer
تېرەك	Osp
ھېيدېلبېرگ ئۇنىۋېرستېتى	Universitetet i Heidelberg
سۇلايمان دېمىرەل	Süleyman Demirel
ۋەيران بولۇش	Konkurs
ج.ۋىللارد گىببس	Josiah Willard Gibbs
پۇت بارمىقى	Tå
ياغاچچى	Tømrer
نىغدە ۋىلايىتى	Niğde (provins)
قارا دېڭىز رايونى	Svartehavsregionen
يەر ئوتتۇرا دېڭىزى رايونى	Middelhavsregionen (Tyrkia)
مارمارا رايونى	Marmararegionen
شەرقىي جەنۇبىي ئاناتولىيە رايونى	Sørøst-Anatolia
لېيدېن ئۇنىۋېرستېتى	Universitetet i Leiden
مېڭە ئاستى بېزى	Hypofyse
تۈر:سىياسىي جۇغراپىيە	Geopolitikk
مۇرادئۈچ	Murad III
ئىدىنبۇرگ ئۇنىۋېرستېتى	University of Edinburgh
فارابى	Al-Farabi
كۆك قۇتان	Purpurhegre
گەۋدە	Torso
پامىر ئېگىزلىكى	Pamir
تولۇق كۇرس	Bachelor
تۆش بېزى	Brissel
دۆڭچە مېڭىنىڭ ئاستى	Hypothalamus
ئېلېكتر سىغىمى	Kapasitans
سولچى	Venstresiden
چاناق قەلئە ئۇرۇشى	Slaget om Gallipoli
بىريۇزا(ياقۇت)	Turkis (edelsten)
ئەخمەت نەدجەت سەزەر	Ahmet Necdet Sezer
ۋيېنا ئۇنىۋېرسىتېتى	Universitetet i Wien
توشقانسىمان سۈلەيسۈن	Pallaskatt
ئافيون قاراھىسار	Afyonkarahisar
ئوتتۇرا بارماق	Langfinger
ئەبۇ مۇسا جابىر بىن ھەييام	Geber
ئوشۇق	Ankelledd
ئادىياما	Adıyaman
تاغ ئۆچكىسى	Alpesteinbukk
پەنجاب	Punjab
شىيا سۇلالىسى	Xia-dynastiet
باشكەنت ئۇنىۋېرستېتى	Başkent Üniversitesi
جىنەن شەھىرى	Jinan (Shandong)
يول بەلگىسى	Trafikkskilt
چىڭداۋ شەھىرى	Qingdao
كالسېدونىيە	Kalsedon
ئاسىيا تېنچ ئوكيان ئىقتىسادىي ھەمكارلىق تەشكىلاتى	APEC
Glutséstér	Gloucester
قەشقەر شەھرى	Kashgar (Kashgar)
ئىلام ۋىلايىتى	Ilam (provins)
نەنچاڭ شەھىرى	Nanchang
بېشىكتاش گىمناستىكا كۇلۇبى	Beşiktaş
تۈرك لىراسى	Tyrkisk lira
ئۆچكە	Geiter
بورمودىلى	Bohrs atommodell
ھەزىم يولى	Spiserør
چاڭشا شەھىر	Changsha
ئۆكچە	Hæl
كېكىردەك	Svelg
ئۇيغقاشتېشى	Jade
ۋىتامىن D	Vitamin D
قۇتۇبى ناھىيىسى	Hutubi
2010 دۇنيا لوڭقىسى	VM i fotball 2010
نەسىرىدىن ئەپەندى	Nasreddin Hodja
كاۋاپ	Kebab
Wéstminstér Shehiri	City of Westminster
نەننىڭ شەھىرى	Nanning
Durham	Durham (England)
تۇرغۇت ئۆزال	Turgut Özal
ﮔﺎﮔﺎﯞﯗﺯ	Gagausere
بادام بەز	Mandler (anatomi)
مۇھەممەد خاتەمى	Muhammed Khatami
ساردونىكس	Onyx
تروچكىزم	Trotskisme
ياڭ جىننىڭ	Chen Ning Yang
Gawshyung	Kaohsiung
بىرىكمە ماتېرىيال	Komposittmateriale
مېڭە غولى	Hjernestamme
تاموژنا	Toll
كۈنمىڭ شەھىرى	Kunming
ۋىتامىنB	Vitamin B
ئىسمەت ئىنۆنۈ	İsmet İnönü
مارگارېت ئاتۋود	Margaret Atwood
خۇيزۇ مىللىتى	Huikinesere
لەنجۇ شەھىرى	Lanzhou
لى جىڭداۋ	Tsung-Dao Lee
ماگىستىر	Mastergrad
كۆرسەتكۈچ بارماق	Pekefinger
ئوتتۇرا مېڭە	Mesencephalon
ئۇپسالا ئۇنىۋېرستېتى	Uppsala universitet
خېفېي شەھىر	Hefei
ئىپار مۈشۈك ئائىلىسى	Snikekattfamilien
ئارقار	Argalisau
كوپېنھاگېن ئۇنىۋېرستېتى	Københavns Universitet
قارساق	Stepperev
لوياڭ شەھىرى	Luoyang
كۇئېنلۇن تاغ تىزمىسى	Kunlunfjellene
تىبەت مىللىتى	Tibetanere
لوندون ئىمپېرىيە ئىنستېتۇت	Imperial College London
گۇيلىن شەھىرى	Guilin
گېئوتىت	Goethitt
Xeyko shehir	Haikou
مولتىمىتىر	Multimeter
مەركىزىي مىللەتلەر ئۇنىۋېرسىتېتى	Minzu-universitetet
چىپار بۇغا	Sikahjort
بەل	Lem (kroppsdel)
يۇگوسلاۋىيە پادىشاھلىقى	Kongeriket Jugoslavia
ئېۋېنكى مىللىتى	Evenker
راھىبە	Nonne
سېرىق ياۋا مۈشۈك	Asiagullkatt
گۇيياڭ شەھىرى	Guiyang
نامسىز بارماق	Ringfinger
لىمبىك سىستېما	Limbiske systemet
تۇرپان	Turfan (Turfan)
ئىلى دەرياسى	Ili (elv)
دەريا بۇغىسى	Vannrådyr
ﺑﺎﻟﻘﺎﺭ ﻣﯩﻠﻠﯩﺘﻰ	Balkarer
كالا گۆشى	Storfekjøtt
گلاسگوۋ ئۇنىۋېرستېتى	University of Glasgow
توخارلار	Tokharere
بۇرما مۈڭگۈزلۈك بۆكەن	Takin
ئېلېكترون قەۋەت	Elektronskall
مىكروسكوپ	Mikroskop
كېمىنىڭ يان تىرەكلىرى	Ribbein
جاڭ خىڭ	Zhang Heng
جاڭ چيەن	Zhang Qian
موڭغۇلكۈرە ناھىيىسى	Zhaosu
Juko shehiri	Zhoukou
جۇگىلىياڭ	Zhuge Liang
زىبو شەھىرى	Zibo
ۋىتامىن C	Vitamin C
سۇلتان ئالىپ ئارىسلان	Alp Arslan
گوللاندىيىلىكلەر	Nederlendere
مەن، ماشىنا ئادەم (كىنو)	I, Robot (film)
جۇڭخۇا خەلق جۇمھۇرىيىتىنىڭ ئاساسىي قانۇنى	Folkerepublikken Kinas forfatning
قاشتېشى	Jaspis
تگرین اعظم	Tigranes I av Armenia
چۆل مۈشۈكى	Kinesisk fjellkatt
جۇڭگو شىنخۇا ئاگېنتلىقى	Xinhua
لىجياڭ شەھىرى	Lijiang (Yunnan)
چىچىخار شەھىرى	Qiqihar
گەبزە	Gebze
ئەلنى ئىدارە قىلىشقا پايدىلىق ئومۇمىي ئۆرنەكلەر	Zizhi Tongjian
ئۇزۇن قۇيرۇق بۇغا	Davidshjort
سېرىق تەنلىكلەر	Den mongoloide rase
Keyféng shehiri	Kaifeng
مياۋزۇ مىللىتى	Miao
بېيخەي شەھىرى	Beihai
يەنتەي شەھىرى	Yantai
يىنچۈئەن شەھىرى	Yinchuan
سەئىد قۇتوب	Sayyid Qutb
ئامستېردام ئۇنىۋېرستېتى	Universiteit van Amsterdam
ماتېرىيال	Materiale
دۇڭزۇ مىللىتى	Dong (folk)
تارىم ئويمانلىقى	Tarimbekkenet
بۈيۈك ئويۇن	Det store spillet
لازۇرىت	Lasurstein
قاراماي يۇقىر سۇرئەتلىك يولى	Karakoramveien
داغۇر مىللىتى	Daur
ﺭﺍﺩﯨﺸﺸﯧﯟ	Aleksandr Radisjtsjev
ئوۋتېز	Joyce Carol Oates
مۇدەنجياڭ شەھىرى	Mudanjiang (Heilongjiang)
ناشى مىللىتى	Nakhi
ۋاشىنگتون ئۇنىۋېرستېتى	University of Washington
زونگۇلداق ۋىلايىتى	Zonguldak (provins)
شىزاڭ ياۋا ئېشىكى	Tibetansk villesel
بىرمىنگام ئۇنىۋېرستېتى	University of Birmingham
ماتېرىيال ئىلمى	Materialvitenskap
ھەنبەلىي مەزھىبى	Hanafi
سەي لۇن	Cai Lun
قوڭۇر بۇغا	Sambarhjort
مىچىگان ئۇنىۋېرستېتى	University of Michigan
ﺋﺎﻗﺴﺎﻱ ﭼﯩﻦ	Aksai Chin
مانچېستېر ئۇنىۋېرستېتى	University of Manchester
تارپان	Tarpan
تارىم دەرياسى	Tarim (elv)
مىننېسوتا ئۇنىۋېرستېتى	University of Minnesota
فۇكاڭ شەھىرى	Fukang
ئورخان پامۇك	Orhan Pamuk
ئەرتۇغرۇل غازى	Ertuğrul
نەجمەتتىن ئەرباقان	Necmettin Erbakan
Teyjong shehiri	Taichung
ﭼﯘﯞﺍﺵ ﻣﯩﻠﻠﯩﺘﻰ	Tsjuvasjer
ئىسپارتا ۋىلايىتى	Isparta (provins)
قوڭۇر يىلپىز	Treleoparder
چىقچىق	Sumprikse
چانقىرى ۋىلايىتى	Çankırı (provins)
چورۇم ۋىلايىتى	Çorum (provins)
بەيزۇ مىللىتى	Bai (folk)
ئوسمانىيە ۋىلايىتى	Osmaniye (provins)
Putbol	Football
رابىيە قادىر	Rebiya Kadeer
ۋەن مارۋىجىك	Bert van Marwijk
داچىڭ شەھىر	Daqing
لىزۇ مىللىتى	Li (folk)
سۇلتان مەلىك شاھ	Malik Shah I
مەھمەت ئەلىي تالات	Mehmet Ali Talat
ئابدۇراخمان جامى	Abd al-Rahman Jami
مېلبۇرن ئۇنىۋېرستېتى	University of Melbourne
Dünxuang Shehiri	Dunhuang
لوپنۇر	Lop Nor
Senya shehiri	Sanya
Dostum	Abdul Rashid Dostum
ئۈرۈمچى ناھىيىسى	Ürümqi (Ürümqi)
بادام؛بادام؛بادام	Amygdala
ئىزمىر ۋىلايىتى	İzmir (provins)
بۇغدىيەك	Adamseple
بېڭبۇ شەھەرى	Bengbu
خۇەينەن شەھىرى	Huainan
مائەنشەن شەھىرى	Ma'anshan
ئەنچىڭ شەھىرى	Anqing
ياۋزۇ مىللىتى	Yao (folk)
ئەرزۇرۇم ۋىلايىتى	Erzurum (provins)
يېڭى تاڭنامە	Xin Tangshu
شانلى ئۇرفا ۋىلايىتى	Şanlıurfa (provins)
ترابزون ۋىلايىتى	Trabzon (provins)
برىتانى كولۇمبىيە ئۇنىۋېرستېتى	University of British Columbia
Metta bayan qilghan xush xewer	Evangeliet etter Matteus
Tekshi choqqiliq tagh shehiri	Pingdingshan
شىنشياڭ شەھىرى	Xinxiang
Nenyang shehiri	Nanyang (Henan)
Shinyang shehiri	Xinyang
ئەفەسلىكلەرگە يېزىلغان خەت	Paulus' brev til efeserne
ﺋﯩﻜﻜﯩﻨﭽﻰ ﻗﯩﺘﯩﻤﻠﯩﻖ ﯬﭘﻴﯘﻥ ﯰﺭﯗﺷﻰ	Andre opiumkrig
ئاقچى ناھىيىسى	Akqi
ئاقسۇ ۋىلايىتى	Aksu (Xinjiang)
ئاقسۇ شەھىرى	Aksu (Aksu)
ئاقسۇ دەرياسى	Aksu (elv i Xinjiang)
ئاقتو ناھىيىسى	Akto
ميەنياڭ شەھىرى	Mianyang
ھلا رەڭ	Rosa
نەۋشەھەر ۋىلايىتى	Nevşehir (provins)
نازارې	Nasaret
دۈزجە ۋىلايىتى	Düzce (provins)
ئالتاي شەھىرى	Altay (Altay)
يىزۇ مىللىتى	Yi (folk)
روزا ھېيت	Id al-fitr
شېڭ شىسەي	Sheng Shicai
نوتتىڭخام ئۇنىۋېرستېتى	University of Nottingham
تۈركىيە جۇمھۇريىتى باش مىنىستىرى	Liste over Tyrkias statsministre
ھانى مىللىتى	Hani
گىرەسۇن ۋىلايىتى	Giresun (provins)
گۈمۈشخانە ۋىلايىتى	Gümüşhane (provins)
سىئىرت ۋىلايىتى	Siirt (provins)
قاھرامان ماراش ۋىلايىتى	Kahramanmaraş (provins)
ئومۇرتقا	Ryggsøyle
قارامان ۋىلايىتى	Karaman (provins)
سامسۇن ۋىلايىتى	Samsun (provins)
ئۆزبېك مىللىتى	Usbekere
ئەسكىشەھەر ۋىلايىتى	Eskişehir (provins)
بايبۇرت ۋىلايىتى	Bayburt (provins)
ئۇشاق ۋىلايىتى	Uşak (provins)
يالوۋا ۋىلايىتى	Yalova (provins)
ئەلازىغ ۋىلايىتى	Elazığ (provins)
سىۋاس ۋىلايىتى	Sivas (provins)
غازى ئانتەپ ۋىلايىتى	Gaziantep (provins)
قارابۈك ۋىلايىتى	Karabük (provins)
ئەرزىنجان ۋىلايىتى	Erzincan (provins)
ئوردۇ ۋىلايىتى	Ordu (provins)
كاستامونۇ ۋىلايىتى	Kastamonu (provins)
توقات ۋىلايىتى	Tokat (provins)
نورۇز بايرىمى	Nouruz
كايسەرى ۋىلايىتى	Kayseri (provins)
رىزە ۋىلايىتى	Rize (provins)
تاجىك مىللىتى	Tadsjiker
مۇھەممەد ئىقبال	Muhammad Iqbal
پارسلار	Persere
قاراقالپاقىستان	Karakalpakstan
قىرىققالە ۋىلايىتى	Kırıkkale (provins)
شاڭخەي ھەمكارلىق تەشكىلاتى	Shanghaigruppen
تۈركىيە دەرىجىدىن تاشقىرى ئايلانمىسى	Süper Lig
فەرغانە ئويمانلىقى	Ferganadalen
فەرغانە	Fergana
Kanzas Shehiri, Kanzas	Kansas City (Kansas)
چاغاتاي خان	Chagatai Khan
سىدنېي ئۇنىۋېرستېتى	University of Sydney
ئوغۇزلار	Oghuz-tyrkere
كۆمۈرچەك	Brusk
ئەلشىر ناۋائى	Ali-Shir Nava'i
جەنۋە ئۇنىۋېرستېتى	Universitetet i Genève
قۇربان ھېيت	Id al-adha
تىمساھ	Alligatorer
ئىستانبۇل ۋىلايىتى	İstanbul (provins)
Kökxot shehiri	Hohhot
ياقۇب بەگ	Yaqub Beg
يەكەن دەرياسى	Yarkand (elv)
باۋتۇ شەھىر	Baotou
كۈنەس ناھىيىسى	Xinyuan
رومبىسىمان كرىستال كاتەكچىسى	Trigonal
تۇجيا مىللىتى	Tujia
توقسۇن ناھىيىسى	Toksun
تېھران ۋىلايىتى	Teheran (provins)
تۆش	Thorax
موناش ئۇنىۋېرستېتى	Monash University
كىچىك مونتياك	Svartmuntjak
بوکان	Bukan
رېگان ئىقتىسادشۇناسلىقى	Reaganomics
ئۆركەش دۆلەت	Wuerkaixi
ئۇلۇغچات ناھىيىسى	Ulugqat
دۇلۇڭ مىللىتى	Derung
تۇنجەلى ۋىلايىتى	Tunceli (provins)
ئارال شەھرى	Aral (Xinjiang)
خوتەن دەرياسى	Khotan (elv)
مۇز تاغ ئاتا	Muztagata
قابا ناھىيىسى	Kaba (Altay)
ئالبېرتا ئۇنىۋېرستېتى	University of Alberta
قوي گۆشى	Lammedeig
چەرچەن ناھىيىسى	Qiemo
تارباغاتاي ۋىلايىتى	Tacheng
قوڭۇر تاغ	Kongur Tagh
شىرناق ۋىلايىتى	Şırnak (provins)
چۆچەك شەھىرى	Tacheng (Tacheng)
قۇمۇل شەھىرى	Kumul (Kumul)
قاراماي شەھىرى	Karamay
ئاتۇش شەھىرى	Artux
ئارىشاڭ ناھىيىسى	Wenquan
بۇيى مىللىت	Bouyei
سۈلەيسۈن	Ekte gauper
نان	Nanbrød
بۆرەك ئۈستى بېزى	Binyre
لىمفا ئىشلەپچىقىرىدىغان	Lymfesystem
يانپاش	Bekken
جاڭ چۈنشيەن	Zhang Chunxian
ۋاڭ لېچۈەن	Wang Lequan
يۇڭ تاجلىق بۇغا	Topphjort
شېزۇ مىللىتى	She (folk)
قەشقەر ۋىلايىتى	Kashgar (Xinjiang)
تىن تىننىڭ سەرگۈزەشتىلىرى	Tintin
يوپۇرغا ناھىيىسى	Yopurga
دۇڭشياڭ مىللىتى	Dongxiang (folk)
لاخۇ مىللىتى	Lahu
مەكىت ناھىيىسى	Makit
ئۈرۈمچى دىۋوپۇ خەلقئارا ئايروپورتى	Ürümqi Diwopu internasjonale lufthavn
ئالتاي ۋىلايىتى	Altay (Xinjiang)
ۋۇجياچۈ شەھىرى	Wujiaqu
ئاۋات ناھىيىسى	Awat
ئايدىڭكۆل	Aydingkol
بابۇر	Babur
جەرەنبۇلاق رايونى	Baijiantan
باي ناھىيىس	Baicheng (Aksu)
بايىنغولىن موڭغۇل ئاپتونوم ئوبلاستى	Bayingolin
بونان مىللىتى	Bonan
قارا تەنلىكلەر	Svart (hudfarge)
ئورخۇن ئۇيغۇر خانلىقى	Uighur-imperiet
كورلا شەھىرى	Korla
دەيزۇ مىللىتى	Dai (folk)
مېنبا مىللىتى	Monba
چياڭزۇ مىللىتى	Qiang
ۋازۇ مىللىتى	Wa (folk)
تاجىسىمان يۇرەك قان تومۇر كېسىلى	Koronar hjertesykdom
شىمالىي ئامېرىكىلىق	Amerikaner (USA)
ئىلى قازاق ئاپتونوم ۋىلايىتى	Ili
شىخەنزە شەھىرى	Shihezi
دوكتور ئاسپرانتى	Doktorgrad
ئاچاڭ مىللىتى	Achang
تۇزۇ مىللىتى	Tu (folk)
لوبا مىللىتى	Lhoba
يەكەن ناھىيىسى	Yarkant
لىسۇ مىللىتى	Lisu
تېڭشۈن شىركىتى	Tencent
قىزىلسۇ قىرغىز ئاپتونوم ئوبلاستى	Kizilsu
كۋېنسلاند ئۇنىۋېرستېتى	University of Queensland
غۇلجا شەھىرى	Yining (by)
مۇلاۋ مىللىتى	Mulam
تۇرپان ۋىلايىتى	Turfan
Néwkastl Undérlim	Newcastle-under-Lyme
بورتالا موڭغۇل ئاپتونوم ئوبلاستى	Bortala (Xinjiang)
قئارئاهوجئا	Gaochang
布朗族	Blang
باغراش ناھىيىسى	Bohu
بورتالا شەھىرى	Bortala (Bortala)
جىمىسار ناھىيىسى	Jimsar
تاشقۇرقان تاجىك ئاپتونوم ناھىيىسى	Taxkorgan
ياردەم:ياردەم	Hjelp:Portal
لوپ ناھىيىسى	Lop
ئورقۇ رايونى	Urho
تۇمشۇق شەھىرى	Tumxuk
بۈيۈك ئارال	Büyükada
خوتەن ۋىلايىتى	Hotan
قۇمۇل ۋىلايىتى	Kumul (Xinjiang)
سانجى خۇيزۇ ئاپتونوم ئوبلاستى	Changji
كۈيتۇن شەھىرى	Kuitun
سانجى شەھىرى	Changji (Changji)
فارس ۋىلايىتى	Fars
بۇرچىن ناھىيىسى	Burqin
بۇرۇلتوقاي ناھىيىسى	Fuhai
يېڭىسار ناھىيىسى	Yengisar
ۋۇسۇ شەھىرى	Wusu
دۆربىلجىن ناھىيىسى	Emin
پوسكام ناھىيىسى	Poskam
گۇچۇڭ ناھىيىسى	Qitai
قورغاس ناھىيىسى	Huocheng
يەنجى خۇيزۇ ئاپتونوم ناھىيىسى	Yanqi Hui
لوپنۇر ناھىيىسى	Yuli
كوكتوقاي ناھىيىسى	Fuyun
قوبۇقسار موڭغۇل ئاپتونوم ناھىيىسى	Hoboksar
قەشقەر كونا شەھەر ناھىيىسى	Shufu
ساۋەن ناھىيىسى	Shawan (Tacheng)
قاغىلىق ناھىيىسى	Kargilik
خېجىڭ ناھىيىسى	Hejing
چاغانتوقاي ناھىيىسى	Yumin
پىچان ناھىيىسى	Piqan
كۇچار ناھىيىسى	Kucha
مايتاغ رايونى	Dushanzi
چاقىلىق ناھىيىسى	Ruoqiang
بۈگۈر ناھىيىسى	Luntai
قەشقەر يېڭىشەھەر ناھىيىسى	Shule
شايار ناھىيىسى	Shayar
مارالبېشى ناھىيىسى	Maralbexi
ماناس ناھىيىسى	Manas
ئونسۇ ناھىيىسى	Onsu
چىڭگىل ناھىيىسى	Qinggil
پەيزاۋات ناھىيىسى	Peyziwat
مورى قازاق ئاپتونوم ناھىيىسى	Mori (Changji)
تولى ناھىيىسى	Toli
خوشۇت ناھىيىسى	Hoxud
يېڭىشەھەر رايونى	Xinshi (Ürümqi)
تەڭرىتاغ رايونى	Tianshan (Ürümqi)
گۇما ناھىيىسى	Pishan
سايباغ رايونى	Saybagh
ئاشقازان	Magesekk
ئېلىك	Eurasiske rådyr
شىبە مىللىتى	Xibe
كىنو مىللىتى	Jino
غەربىي خەن سۇلالىسى	Det vestlige Han-dynasti
پېشاۋار	Peshawar
دۇتار	Dutar
كونا تاڭنامە	Tangshu
سۈينامە	Suishu
ئۇچتۇرپان ناھىيىسى	Uqturpan
چىرا ناھىيىسى	Qira (Hotan)
كەلپىن ناھىيىسى	Kalpin
قاراقاش ناھىيىسى	Karakash (Hotan)
جىڭ ناھىيىسى	Jinghe
نىيە ناھىيىسى	Minfeng
كېرىيە ناھىيىسى	Keriya
تۇخۇم نەيچىسى	Eggleder
شىنجاڭ ئىشلەپچىقىرىش - قۇرۇلۇش بىڭتۇەنى	Produksjons- og konstruksjonskorpset i Xinjiang
كونا بەش دەۋر تارىخى	Jiu Wudaishi
ﻣﯧﯔ ﺟىيەنﺠﯘ	Meng Jianzhu
جېمىنەي ناھىيىسى	Jeminay
توققۇزتارا ناھىيىسى	Gongliu
قاراماي رايونى	Karamay (Karamay)
توقسۇ ناھىيىسى	Xinhe (Aksu)
ئېسفەھان ۋىلايىتى	Isfahan (provins)
تۈر:تۈركىيە	Kategori:Tyrkia
تۈر:ئۆسۈملۈك	Kategori:Planter
تۈر:فىزىكا	Kategori:Fysikk
تۈر:تەبىئىي پەن	Kategori:Naturvitenskap
تۈر:Geografia	Kategori:Geografi
قەشقەر دەرياسى	Kashgar (elv)
خۇيزۇ	Hui
دوگانا	Dogana
ماخۇاتېڭ	Ma Huateng
سالانق تەشمەسى	Salangtunnelen
تۈر:خرىستىئان دىنى	Kategori:Kristendom
ئائىلە جەمئىيەتشۇناسلىقى	Familiesosiologi
ئەنقەرە ۋىلايىتى	Ankara (provins)
تۇنيۇقۇق	Tonjukuk
ئىراق ۋە شام ئىسلام دۆلىتى	Den islamske staten Irak og Levanten
پۇشتۇ مىللىتى	Pashtun
شىخەنزە ئۇنىۋېرسىتېتى	Shiheziuniversitetet
گېئورگى بۇچنېر ئەدەبىيات مۇكاپاتى	Georg Büchners pris
توشقان دەرياسى	Toshkan
نۇر بەكرى	Nur Bekri
ﺩﯨﻠﺒﻪﺭ ﻳﯘﻧﯘﺱ	Dilber
سەيپىدىن ئەزىزى	Saifuddin Azizi
تەمبۈر	Tanbur
Ördek	Ender
قېلىپ:Tl	Mal:Mal
قېلىپ:Userbox	Mal:Userbox
Wikipedia:Administrators	Wikipedia:Administratorer
تۈر:جۇڭخۇا مىللەتلىرى	Kategori:Folkegrupper i Kina
مىسىر	Egypt
قېلىپ:Bot	Mal:Bot
كانادا	Canada
Wikipedia:ھەققىدە	Wikipedia:Om
قېلىپ:Flagicon	Mal:Flagicon
قېلىپ:Documentation	Mal:Dokumentasjon
قېلىپ:Softredirect	Mal:Softredirect
قېلىپ:Delete	Mal:Hurtigsletting
تۈر:تىل	Kategori:Språk
Wikipedia:General disclaimer	Wikipedia:Generelle forbehold
قېلىپ:Navbox	Mal:Navboks
ئورقۇن-يېنسەي يېزىقى	Tyrkiske runer
خالتىلىق چاشقان	Kenguruer
ئىسمايىل تىلىۋالدى	Ismail Tiliwaldi
قېلىپ:!	Mal:!
قېلىپ:Tnavbar	Mal:Tnavbar
قېلىپ:Babel-3	Mal:Babel-3
قېلىپ:Babel	Mal:Babel
قېلىپ:Commons	Mal:Commons
قېلىپ:Reflist	Mal:Referanser
قېلىپ:Stub	Mal:Stubb
قېلىپ:User az	Mal:Bruker az
قېلىپ:User de	Mal:Bruker de
قېلىپ:User de-1	Mal:Bruker de-1
قېلىپ:User es	Mal:Bruker es
قېلىپ:User de-3	Mal:Bruker de-3
قېلىپ:User en-3	Mal:Bruker en-3
قېلىپ:User en-1	Mal:Bruker en-1
قېلىپ:User en-2	Mal:Bruker en-2
قېلىپ:User en-4	Mal:Bruker en-4
قېلىپ:User en	Mal:Bruker en
قېلىپ:User de-2	Mal:Bruker de-2
قېلىپ:User es-1	Mal:Bruker es-1
قېلىپ:User fr-1	Mal:Bruker fr-1
قېلىپ:User ja-4	Mal:Bruker ja-4
قېلىپ:User sk	Mal:Bruker sk
قېلىپ:User tr-2	Mal:Bruker tr-2
قېلىپ:User tr	Mal:Bruker tr
قېلىپ:User ja	Mal:Bruker ja
قېلىپ:User ja-1	Mal:Bruker ja-1
قېلىپ:User fr	Mal:Bruker fr
قېلىپ:Location map/Info	Mal:Kartposisjon/Info
قېلىپ:Mod	Mal:Mod
قېلىپ:Welcome	Mal:Reg-velkommen
تۈر:User fr-1	Kategori:Bruker fr-1
قېلىپ:Country showdata	Mal:Country showdata
قېلىپ:Category handler	Mal:Category handler
قېلىپ:ئافرىقا	Mal:Afrikaland
تۈر:User en-4	Kategori:Bruker en-4
تۈر:User en	Kategori:Bruker en
تۈر:User zh	Kategori:Bruker zh
تۈر:User zh-N	Kategori:Bruker zh-N
تۈر:User en-2	Kategori:Bruker en-2
قېلىپ:Infobox	Mal:Infoboks
قېلىپ:ئىراننىڭ ۋىلايەتلىرى	Mal:Irans provinser
قېلىپ:User zh	Mal:Bruker zh
قېلىپ:Legend	Mal:Legend
قېلىپ:Ombox	Mal:Pmboks
قېلىپ:Pp-template	Mal:Beskyttet side
قېلىپ:Babel-4	Mal:Babel-4
قېلىپ:Babel-5	Mal:Babel-5
قېلىپ:Babel-2	Mal:Babel-2
قېلىپ:Babel-9	Mal:Babel-9
قېلىپ:Babel-6	Mal:Babel-6
قېلىپ:User ru	Mal:Bruker ru
قېلىپ:Babel-8	Mal:Babel-8
قېلىپ:IPA	Mal:IPA
قېلىپ:Babel-1	Mal:Babel-1
قېلىپ:ئوكيانىيە	Mal:Oseania
قېلىپ:Babel-7	Mal:Babel-7
قېلىپ:Unreferenced	Kategori:Artikler som trenger referanser
قېلىپ:جۇڭخۇا خەلق جۇمھۇرىيىتى	Mal:Kinas provinser
قېلىپ:Provinces of Uzbekistan	Mal:Usbekistans provinser
قېلىپ:ياپونىيە	Mal:Japans regioner og prefekturer
تۈر:User ja-N	Kategori:Bruker ja-N
قېلىپ:Tick	Mal:Hake
قېلىپ:رۇسىيە	Mal:Russlands forvaltningsenheter
قېلىپ:Infobox person	Mal:Infoboks biografi
قېلىپ:ياۋروپا	Mal:Europa
تۈر:User az	Kategori:Bruker az
تۈر:User sk	Kategori:Bruker sk
تۈر:User fr	Kategori:Bruker fr
تۈر:User ja	Kategori:Bruker ja
تۈر:User az-3	Kategori:Bruker az-3
تۈر:User fr-3	Kategori:Bruker fr-3
تۈر:User ja-3	Kategori:Bruker ja-3
تۈر:User tr-3	Kategori:Bruker tr-3
تۈر:User tr-1	Kategori:Bruker tr-1
تۈر:User fr-4	Kategori:Bruker fr-4
تۈر:User fr-2	Kategori:Bruker fr-2
تۈر:User ja-2	Kategori:Bruker ja-2
تۈر:User tr-2	Kategori:Bruker tr-2
تۈر:User ko-N	Kategori:Bruker ko-N
تۈر:User fr-N	Kategori:Bruker fr-N
تۈر:User ru-N	Kategori:Bruker ru-N
تۈر:User az-1	Kategori:Bruker az-1
تۈر:User az-N	Kategori:Bruker az-N
تۈر:User sk-N	Kategori:Bruker sk-N
تۈر:User de	Kategori:Bruker de
تۈر:User de-2	Kategori:Bruker de-2
تۈر:User de-3	Kategori:Bruker de-3
تۈر:User de-4	Kategori:Bruker de-4
تۈر:User de-N	Kategori:Bruker de-N
شىراز	Shiraz
تۈر:User en-3	Kategori:Bruker en-3
تۈر:User en-N	Kategori:Bruker en-N
تۈر:User es	Kategori:Bruker es
تۈر:User es-1	Kategori:Bruker es-1
تۈر:User es-N	Kategori:Bruker es-N
تۈر:User ja-1	Kategori:Bruker ja-1
تۈر:User ko	Kategori:Bruker ko
تۈر:User ko-3	Kategori:Bruker ko-3
تۈر:User ru-1	Kategori:Bruker ru-1
